loss/valid,pl/valid_acc,pl/valid_precision,pl/valid_recall,comparison/_accurcay,comparison/_precision,comparison/_recall,comparison/tp,comparison/fp,comparison/tn,comparison/fn,epoch,step
4011648.0,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.4399999976158142,0.4399999976158142,44,56,44,56,0,99
654327.5625,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,54,46,54,46,1,199
584834.5,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,45,55,45,55,2,299
578539.0625,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,0.49000000953674316,49,51,49,51,3,399
577915.625,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,54,46,54,46,4,499
